Hours,Temperature
0.6332,27.7193
0.6332,27.5885
0.6332,27.4576
0.6332,27.3267
0.6332,27.1959
0.6493,27.9811
0.6493,27.8502
0.6493,27.7193
0.6493,27.5885
0.6493,27.4576
0.6493,27.3267
0.6493,27.1959
0.6653,27.5885
0.6653,27.4576
0.6653,27.3267
0.6653,27.1959
0.6814,27.5885
0.6814,27.4576
0.6814,27.3267
0.6814,27.1959
0.6975,27.9811
0.6975,27.8502
0.6975,27.7193
0.6975,27.5885
0.6975,27.4576
0.6975,27.3267
0.6975,27.1959
0.7135,32.2999
0.7135,32.169
0.7135,29.9442
0.7135,29.8133
0.7135,29.6824
0.7135,29.5516
0.7135,29.4207
0.7135,29.2898
0.7135,29.1589
0.7135,29.0281
0.7135,28.8972
0.7135,28.7663
0.7135,28.6355
0.7135,28.5046
0.7135,28.3737
0.7135,28.2428
0.7135,27.8502
0.7135,27.7193
0.7135,27.5885
0.7135,27.4576
0.7135,27.3267
0.7135,27.1959
0.7296,32.4307
0.7296,32.2999
0.7296,32.169
0.7296,32.0381
0.7296,30.2059
0.7296,30.075
0.7296,29.9442
0.7296,29.5516
0.7296,29.4207
0.7296,29.2898
0.7296,29.1589
0.7296,29.0281
0.7296,28.8972
0.7296,28.7663
0.7296,28.6355
0.7296,28.5046
0.7296,28.3737
0.7296,28.2428
0.7296,27.5885
0.7296,27.4576
0.7296,27.3267
0.7296,27.1959
0.7456,32.6925
0.7456,32.5616
0.7456,32.4307
0.7456,32.2999
0.7456,32.169
0.7456,32.0381
0.7456,31.9072
0.7456,31.7764
0.7456,31.6455
0.7456,31.5146
0.7456,31.3838
0.7456,31.2529
0.7456,31.122
0.7456,30.9911
0.7456,30.8603
0.7456,30.7294
0.7456,30.5985
0.7456,30.4677
0.7456,30.3368
0.7456,30.2059
0.7456,30.075
0.7456,27.4576
0.7456,27.3267
0.7456,27.1959
0.7617,32.6925
0.7617,32.5616
0.7617,32.4307
0.7617,32.2999
0.7617,32.169
0.7617,32.0381
0.7778,32.6925
0.7778,32.5616
0.7778,32.4307
0.7778,32.2999
0.7778,32.169
0.7938,32.8234
0.7938,32.6925
0.7938,32.5616
0.7938,32.4307
0.7938,32.2999
0.7938,32.169
0.8099,32.8234
0.8099,32.6925
0.8099,32.5616
0.8099,32.4307
0.8099,32.2999
0.8099,32.169
0.8259,32.5616
0.8259,32.4307
0.8259,32.2999
0.8259,32.169
0.8259,32.0381
0.842,32.5616
0.842,32.4307
0.842,32.2999
0.842,32.169
0.842,32.0381
0.8581,32.8234
0.8581,32.6925
0.8581,32.5616
0.8581,32.4307
0.8581,32.2999
0.8581,32.169
0.8581,32.0381
0.8741,32.8234
0.8741,32.6925
0.8741,32.5616
0.8741,32.4307
0.8741,32.2999
0.8741,32.169
0.8741,32.0381
0.8902,32.6925
0.8902,32.5616
0.8902,32.4307
0.8902,32.2999
0.8902,32.169
0.8902,32.0381
0.9063,32.6925
0.9063,32.5616
0.9063,32.4307
0.9063,32.2999
0.9063,32.169
0.9063,32.0381
0.9223,32.6925
0.9223,32.5616
0.9223,32.4307
0.9223,32.2999
0.9223,32.169
0.9223,32.0381
0.9384,32.6925
0.9384,32.5616
0.9384,32.4307
0.9384,32.2999
0.9384,32.169
0.9384,32.0381
0.9544,32.8234
0.9544,32.6925
0.9544,32.5616
0.9544,32.4307
0.9544,32.2999
0.9544,32.169
0.9544,32.0381
0.9705,32.8234
0.9705,32.6925
0.9705,32.5616
0.9705,32.4307
0.9705,32.2999
0.9705,32.169
0.9705,32.0381
0.9866,32.5616
0.9866,32.4307
0.9866,32.2999
0.9866,32.169
0.9866,32.0381
1.0026,32.5616
1.0026,32.4307
1.0026,32.2999
1.0026,32.169
1.0026,32.0381
1.0187,32.8234
1.0187,32.6925
1.0187,32.5616
1.0187,32.4307
1.0187,32.2999
1.0187,32.169
1.0187,32.0381
1.0347,32.8234
1.0347,32.6925
1.0347,32.5616
1.0347,32.4307
1.0347,32.2999
1.0347,32.169
1.0508,32.6925
1.0508,32.5616
1.0508,32.4307
1.0508,32.2999
1.0508,32.169
1.0669,32.6925
1.0669,32.5616
1.0669,32.4307
1.0669,32.2999
1.0669,32.169
1.0829,34.9173
1.0829,33.4777
1.0829,33.3468
1.0829,33.216
1.0829,33.0851
1.0829,32.9542
1.0829,32.8234
1.0829,32.6925
1.0829,32.5616
1.0829,32.4307
1.0829,32.2999
1.0829,32.169
1.099,35.0482
1.099,34.9173
1.099,33.4777
1.099,33.3468
1.099,33.216
1.099,33.0851
1.099,32.9542
1.099,32.8234
1.099,32.6925
1.099,32.5616
1.099,32.4307
1.099,32.2999
1.099,32.169
1.099,32.0381
1.1151,35.3099
1.1151,35.179
1.1151,35.0482
1.1151,34.9173
1.1151,34.5247
1.1151,34.3938
1.1151,34.2629
1.1151,34.1321
1.1151,34.0012
1.1151,33.8703
1.1151,33.7395
1.1151,33.6086
1.1151,32.2999
1.1151,32.169
1.1311,35.5717
1.1311,35.4408
1.1311,35.3099
1.1311,35.179
1.1311,35.0482
1.1311,34.9173
1.1311,34.7864
1.1472,35.4408
1.1472,35.3099
1.1472,35.179
1.1472,35.0482
1.1472,34.9173
1.1472,34.7864
1.1632,35.4408
1.1632,35.3099
1.1632,35.179
1.1632,35.0482
1.1632,34.9173
1.1793,35.4408
1.1793,35.3099
1.1793,35.179
1.1793,35.0482
1.1793,34.9173
1.1954,35.4408
1.1954,35.3099
1.1954,35.179
1.1954,35.0482
1.1954,34.9173
1.2114,35.3099
1.2114,35.179
1.2114,35.0482
1.2114,34.9173
1.2275,35.4408
1.2275,35.3099
1.2275,35.179
1.2275,35.0482
1.2275,34.9173
1.2435,35.5717
1.2435,35.4408
1.2435,35.3099
1.2435,35.179
1.2435,35.0482
1.2435,34.9173
1.2596,35.4408
1.2596,35.3099
1.2596,35.179
1.2596,35.0482
1.2596,34.9173
1.2757,35.3099
1.2757,35.179
1.2757,35.0482
1.2757,34.9173
1.2917,35.4408
1.2917,35.3099
1.2917,35.179
1.2917,35.0482
1.2917,34.9173
1.3078,35.4408
1.3078,35.3099
1.3078,35.179
1.3078,35.0482
1.3078,34.9173
1.3239,35.4408
1.3239,35.3099
1.3239,35.179
1.3239,35.0482
1.3239,34.9173
1.3399,35.4408
1.3399,35.3099
1.3399,35.179
1.3399,35.0482
1.3399,34.9173
1.356,35.4408
1.356,35.3099
1.356,35.179
1.356,35.0482
1.356,34.9173
1.372,35.3099
1.372,35.179
1.372,35.0482
1.372,34.9173
1.3881,35.4408
1.3881,35.3099
1.3881,35.179
1.3881,35.0482
1.3881,34.9173
1.4042,35.5717
1.4042,35.4408
1.4042,35.3099
1.4042,35.179
1.4042,35.0482
1.4042,34.9173
1.4202,35.5717
1.4202,35.4408
1.4202,35.3099
1.4202,35.179
1.4202,35.0482
1.4202,34.9173
1.4363,35.5717
1.4363,35.4408
1.4363,35.3099
1.4363,35.179
1.4363,35.0482
1.4363,34.9173
1.4523,35.7025
1.4523,35.5717
1.4523,35.4408
1.4523,35.3099
1.4523,35.179
1.4523,35.0482
1.4523,34.9173
1.4684,36.7495
1.4684,36.6186
1.4684,35.7025
1.4684,35.5717
1.4684,35.4408
1.4684,35.3099
1.4684,35.179
1.4684,35.0482
1.4684,34.9173
1.4845,37.0113
1.4845,36.8804
1.4845,36.7495
1.4845,36.6186
1.4845,36.4878
1.4845,36.3569
1.4845,36.226
1.4845,36.0951
1.4845,35.9643
1.4845,35.8334
1.4845,35.4408
1.4845,35.3099
1.4845,35.179
1.4845,35.0482
1.4845,34.9173
1.5005,37.4039
1.5005,37.273
1.5005,37.1421
1.5005,37.0113
1.5005,36.8804
1.5005,36.7495
1.5005,36.6186
1.5166,37.1421
1.5166,37.0113
1.5166,36.8804
1.5166,36.7495
1.5327,37.0113
1.5327,36.8804
1.5327,36.7495
1.5487,37.1421
1.5487,37.0113
1.5487,36.8804
1.5487,36.7495
1.5487,36.6186
1.5648,37.273
1.5648,37.1421
1.5648,37.0113
1.5648,36.8804
1.5648,36.7495
1.5648,36.6186
1.5808,37.273
1.5808,37.1421
1.5808,37.0113
1.5808,36.8804
1.5808,36.7495
1.5808,36.6186
1.5969,37.273
1.5969,37.1421
1.5969,37.0113
1.5969,36.8804
1.5969,36.7495
1.5969,36.6186
1.613,37.273
1.613,37.1421
1.613,37.0113
1.613,36.8804
1.613,36.7495
1.613,36.6186
1.629,37.4039
1.629,37.273
1.629,37.1421
1.629,37.0113
1.629,36.8804
1.629,36.7495
1.629,36.6186
1.6451,37.0113
1.6451,36.8804
1.6451,36.7495
1.6451,36.6186
1.6611,37.1421
1.6611,37.0113
1.6611,36.8804
1.6611,36.7495
1.6611,36.6186
1.6772,37.4039
1.6772,37.273
1.6772,37.1421
1.6772,37.0113
1.6772,36.8804
1.6772,36.7495
1.6772,36.6186
1.6933,37.273
1.6933,37.1421
1.6933,37.0113
1.6933,36.8804
1.6933,36.7495
1.6933,36.6186
1.7093,37.273
1.7093,37.1421
1.7093,37.0113
1.7093,36.8804
1.7093,36.7495
1.7093,36.6186
1.7254,37.273
1.7254,37.1421
1.7254,37.0113
1.7254,36.8804
1.7254,36.7495
1.7254,36.6186
1.7415,37.273
1.7415,37.1421
1.7415,37.0113
1.7415,36.8804
1.7415,36.7495
1.7415,36.6186
1.7575,37.273
1.7575,37.1421
1.7575,37.0113
1.7575,36.8804
1.7575,36.7495
1.7575,36.6186
1.7736,37.273
1.7736,37.1421
1.7736,37.0113
1.7736,36.8804
1.7736,36.7495
1.7736,36.6186
1.7896,37.4039
1.7896,37.273
1.7896,37.1421
1.7896,37.0113
1.7896,36.8804
1.7896,36.7495
1.7896,36.6186
1.8057,37.0113
1.8057,36.8804
1.8057,36.7495
1.8057,36.6186
1.8218,37.1421
1.8218,37.0113
1.8218,36.8804
1.8218,36.7495
1.8218,36.6186
1.8378,37.5347
1.8378,37.4039
1.8378,37.273
1.8378,37.1421
1.8378,37.0113
1.8378,36.8804
1.8378,36.7495
1.8539,38.1891
1.8539,38.0582
1.8539,37.9274
1.8539,37.7965
1.8539,37.6656
1.8539,37.5347
1.8539,37.4039
1.8539,37.273
1.8539,37.1421
1.8539,37.0113
1.8539,36.8804
1.8539,36.7495
1.8539,36.6186
1.8699,38.32
1.8699,38.1891
1.8699,38.0582
1.8699,37.9274
1.8699,37.7965
1.8699,37.6656
1.8699,36.7495
1.8699,36.6186
1.886,38.5817
1.886,38.4508
1.886,38.32
1.886,38.1891
1.886,38.0582
1.886,37.9274
1.886,37.7965
1.9021,38.32
1.9021,38.1891
1.9021,38.0582
1.9021,37.9274
1.9021,37.7965
1.9181,38.32
1.9181,38.1891
1.9181,38.0582
1.9181,37.9274
1.9181,37.7965
1.9342,38.4508
1.9342,38.32
1.9342,38.1891
1.9342,38.0582
1.9342,37.9274
1.9342,37.7965
1.9503,38.5817
1.9503,38.4508
1.9503,38.32
1.9503,38.1891
1.9503,38.0582
1.9503,37.9274
1.9503,37.7965
1.9663,38.32
1.9663,38.1891
1.9663,38.0582
1.9663,37.9274
1.9663,37.7965
1.9824,38.4508
1.9824,38.32
1.9824,38.1891
1.9824,38.0582
1.9824,37.9274
1.9824,37.7965
1.9984,38.5817
1.9984,38.4508
1.9984,38.32
1.9984,38.1891
1.9984,38.0582
1.9984,37.9274
1.9984,37.7965
2.0145,38.32
2.0145,38.1891
2.0145,38.0582
2.0145,37.9274
2.0145,37.7965
2.0306,38.4508
2.0306,38.32
2.0306,38.1891
2.0306,38.0582
2.0306,37.9274
2.0306,37.7965
2.0466,38.5817
2.0466,38.4508
2.0466,38.32
2.0466,38.1891
2.0466,38.0582
2.0466,37.9274
2.0466,37.7965
2.0627,38.32
2.0627,38.1891
2.0627,38.0582
2.0627,37.9274
2.0627,37.7965
2.0787,38.32
2.0787,38.1891
2.0787,38.0582
2.0787,37.9274
2.0787,37.7965
2.0948,38.4508
2.0948,38.32
2.0948,38.1891
2.0948,38.0582
2.0948,37.9274
2.0948,37.7965
2.1109,38.5817
2.1109,38.4508
2.1109,38.32
2.1109,38.1891
2.1109,38.0582
2.1109,37.9274
2.1109,37.7965
2.1269,38.4508
2.1269,38.32
2.1269,38.1891
2.1269,38.0582
2.1269,37.9274
2.1269,37.7965
2.143,38.4508
2.143,38.32
2.143,38.1891
2.143,38.0582
2.143,37.9274
2.143,37.7965
2.1591,38.5817
2.1591,38.4508
2.1591,38.32
2.1591,38.1891
2.1591,38.0582
2.1591,37.9274
2.1591,37.7965
2.1751,38.32
2.1751,38.1891
2.1751,38.0582
2.1751,37.9274
2.1751,37.7965
2.1912,38.32
2.1912,38.1891
2.1912,38.0582
2.1912,37.9274
2.1912,37.7965
2.2072,38.5817
2.2072,38.4508
2.2072,38.32
2.2072,38.1891
2.2072,38.0582
2.2072,37.9274
2.2072,37.7965
2.2233,38.8435
2.2233,38.32
2.2233,38.1891
2.2233,38.0582
2.2233,37.9274
2.2233,37.7965
2.2394,38.9743
2.2394,38.8435
2.2394,38.7126
2.2394,38.1891
2.2394,38.0582
2.2394,37.9274
2.2394,37.7965
2.2554,39.3669
2.2554,39.2361
2.2554,39.1052
2.2554,38.9743
2.2554,38.8435
2.2554,38.7126
2.2554,38.5817
2.2554,37.9274
2.2554,37.7965
2.2715,39.2361
2.2715,39.1052
2.2715,38.9743
2.2715,38.8435
2.2715,38.7126
2.2875,39.8904
2.2875,39.2361
2.2875,39.1052
2.2875,38.9743
2.2875,38.8435
2.2875,38.7126
2.3036,39.8904
2.3036,39.1052
2.3036,38.9743
2.3036,38.8435
2.3036,38.7126
2.3197,39.4978
2.3197,39.3669
2.3197,39.2361
2.3197,39.1052
2.3197,38.9743
2.3197,38.8435
2.3197,38.7126
2.3357,39.2361
2.3357,39.1052
2.3357,38.9743
2.3357,38.8435
2.3357,38.7126
2.3518,39.2361
2.3518,39.1052
2.3518,38.9743
2.3518,38.8435
2.3518,38.7126
2.3679,39.2361
2.3679,39.1052
2.3679,38.9743
2.3679,38.8435
2.3679,38.7126
2.3839,39.3669
2.3839,39.2361
2.3839,39.1052
2.3839,38.9743
2.3839,38.8435
2.3839,38.7126
2.4,39.3669
2.4,39.2361
2.4,39.1052
2.4,38.9743
2.4,38.8435
2.4,38.7126
2.416,39.3669
2.416,39.2361
2.416,39.1052
2.416,38.9743
2.416,38.8435
2.416,38.7126
2.4321,39.3669
2.4321,39.2361
2.4321,39.1052
2.4321,38.9743
2.4321,38.8435
2.4321,38.7126
2.4482,39.2361
2.4482,39.1052
2.4482,38.9743
2.4482,38.8435
2.4482,38.7126
2.4642,39.1052
2.4642,38.9743
2.4642,38.8435
2.4642,38.7126
2.4803,39.2361
2.4803,39.1052
2.4803,38.9743
2.4803,38.8435
2.4803,38.7126
2.4963,39.2361
2.4963,39.1052
2.4963,38.9743
2.4963,38.8435
2.4963,38.7126
2.5124,39.1052
2.5124,38.9743
2.5124,38.8435
2.5124,38.7126
2.5285,39.2361
2.5285,39.1052
2.5285,38.9743
2.5285,38.8435
2.5285,38.7126
2.5445,39.3669
2.5445,39.2361
2.5445,39.1052
2.5445,38.9743
2.5445,38.8435
2.5445,38.7126
2.5606,39.2361
2.5606,39.1052
2.5606,38.9743
2.5606,38.8435
2.5606,38.7126
2.5767,39.2361
2.5767,39.1052
2.5767,38.9743
2.5767,38.8435
2.5767,38.7126
2.5927,39.3669
2.5927,39.2361
2.5927,39.1052
2.5927,38.9743
2.5927,38.8435
2.5927,38.7126
2.6088,39.6287
2.6088,39.4978
2.6088,39.3669
2.6088,38.9743
2.6088,38.8435
2.6088,38.7126
2.6248,39.8904
2.6248,39.7596
2.6248,39.6287
2.6248,39.4978
2.6248,39.3669
2.6248,38.8435
2.6409,39.8904
2.6409,39.7596
2.6409,39.6287
2.6409,39.4978
2.6409,39.3669
2.657,39.7596
2.657,39.6287
2.657,39.4978
2.657,39.3669
2.673,39.7596
2.673,39.6287
2.673,39.4978
2.673,39.3669
2.6891,39.8904
2.6891,39.7596
2.6891,39.6287
2.6891,39.4978
2.6891,39.3669
2.7051,39.8904
2.7051,39.7596
2.7051,39.6287
2.7051,39.4978
2.7051,39.3669
2.7212,39.8904
2.7212,39.7596
2.7212,39.6287
2.7212,39.4978
2.7212,39.3669
2.7373,39.8904
2.7373,39.7596
2.7373,39.6287
2.7373,39.4978
2.7373,39.3669
2.7533,39.8904
2.7533,39.7596
2.7533,39.6287
2.7533,39.4978
2.7533,39.3669
2.7694,39.8904
2.7694,39.7596
2.7694,39.6287
2.7694,39.4978
2.7694,39.3669
2.7855,39.8904
2.7855,39.7596
2.7855,39.6287
2.7855,39.4978
2.7855,39.3669
2.8015,39.8904
2.8015,39.7596
2.8015,39.6287
2.8015,39.4978
2.8015,39.3669
2.8176,39.7596
2.8176,39.6287
2.8176,39.4978
2.8176,39.3669
2.8336,39.7596
2.8336,39.6287
2.8336,39.4978
2.8336,39.3669
2.8497,39.8904
2.8497,39.7596
2.8497,39.6287
2.8497,39.4978
2.8497,39.3669
2.8658,39.8904
2.8658,39.7596
2.8658,39.6287
2.8658,39.4978
2.8658,39.3669
2.8818,39.8904
2.8818,39.7596
2.8818,39.6287
2.8818,39.4978
2.8818,39.3669
2.8979,39.8904
2.8979,39.7596
2.8979,39.6287
2.8979,39.4978
2.8979,39.3669
2.914,39.7596
2.914,39.6287
2.914,39.4978
2.914,39.3669
2.93,39.7596
2.93,39.6287
2.93,39.4978
2.93,39.3669
2.93,38.8435
2.93,38.7126
2.9461,39.4978
2.9461,39.3669
2.9461,39.2361
2.9461,39.1052
2.9461,38.9743
2.9461,38.8435
2.9461,38.7126
2.9621,39.3669
2.9621,39.2361
2.9621,39.1052
2.9621,38.9743
2.9621,38.8435
2.9621,38.7126
2.9782,39.2361
2.9782,39.1052
2.9782,38.9743
2.9782,38.8435
2.9782,38.7126
2.9943,39.1052
2.9943,38.9743
2.9943,38.8435
2.9943,38.7126
3.0103,39.2361
3.0103,39.1052
3.0103,38.9743
3.0103,38.8435
3.0103,38.7126
3.0264,39.2361
3.0264,39.1052
3.0264,38.9743
3.0264,38.8435
3.0264,38.7126
3.0424,39.1052
3.0424,38.9743
3.0424,38.8435
3.0424,38.7126
3.0585,39.3669
3.0585,39.2361
3.0585,39.1052
3.0585,38.9743
3.0585,38.8435
3.0585,38.7126
3.0746,39.3669
3.0746,39.2361
3.0746,39.1052
3.0746,38.9743
3.0746,38.8435
3.0746,38.7126
3.0906,39.2361
3.0906,39.1052
3.0906,38.9743
3.0906,38.8435
3.0906,38.7126
3.1067,39.1052
3.1067,38.9743
3.1067,38.8435
3.1067,38.7126
3.1228,39.2361
3.1228,39.1052
3.1228,38.9743
3.1228,38.8435
3.1228,38.7126
3.1388,39.2361
3.1388,39.1052
3.1388,38.9743
3.1388,38.8435
3.1388,38.7126
3.1549,39.1052
3.1549,38.9743
3.1549,38.8435
3.1549,38.7126
3.1709,39.2361
3.1709,39.1052
3.1709,38.9743
3.1709,38.8435
3.1709,38.7126
3.187,39.2361
3.187,39.1052
3.187,38.9743
3.187,38.8435
3.187,38.7126
3.2031,39.1052
3.2031,38.9743
3.2031,38.8435
3.2031,38.7126
3.2191,39.2361
3.2191,39.1052
3.2191,38.9743
3.2191,38.8435
3.2191,38.7126
3.2352,39.3669
3.2352,39.2361
3.2352,39.1052
3.2352,38.9743
3.2352,38.8435
3.2352,38.7126
3.2512,39.3669
3.2512,39.2361
3.2512,39.1052
3.2512,38.9743
3.2512,38.8435
3.2512,38.7126
3.2673,39.3669
3.2673,39.2361
3.2673,39.1052
3.2673,38.9743
3.2673,38.8435
3.2673,38.7126
3.2834,39.3669
3.2834,39.2361
3.2834,39.1052
3.2834,38.9743
3.2834,38.8435
3.2834,38.7126
3.2994,39.2361
3.2994,39.1052
3.2994,38.9743
3.2994,38.8435
3.2994,38.7126
3.3155,39.1052
3.3155,38.9743
3.3155,38.8435
3.3155,38.7126
3.3316,39.2361
3.3316,39.1052
3.3316,38.9743
3.3316,38.8435
3.3316,38.7126
3.3476,39.3669
3.3476,39.2361
3.3476,39.1052
3.3476,38.9743
3.3476,38.8435
3.3476,38.7126
3.3637,39.4978
3.3637,39.3669
3.3637,39.2361
3.3637,39.1052
3.3637,38.9743
3.3637,38.8435
3.3637,38.7126
3.3797,39.6287
3.3797,39.4978
3.3797,39.3669
3.3797,38.8435
3.3797,38.7126
3.3958,39.7596
3.3958,39.6287
3.3958,39.4978
3.3958,39.3669
3.4119,39.8904
3.4119,39.7596
3.4119,39.6287
3.4119,39.4978
3.4119,39.3669
3.4279,39.8904
3.4279,39.7596
3.4279,39.6287
3.4279,39.4978
3.4279,39.3669
3.444,39.8904
3.444,39.7596
3.444,39.6287
3.444,39.4978
3.444,39.3669
3.46,40.0213
3.46,39.8904
3.46,39.7596
3.46,39.6287
3.46,39.4978
3.46,39.3669
3.46,39.2361
3.4761,39.8904
3.4761,39.7596
3.4761,39.6287
3.4761,39.4978
3.4761,39.3669
3.4761,39.2361
3.4922,39.8904
3.4922,39.7596
3.4922,39.6287
3.4922,39.4978
3.4922,39.3669
3.4922,39.2361
3.5082,40.0213
3.5082,39.8904
3.5082,39.7596
3.5082,39.6287
3.5082,39.4978
3.5082,39.3669
3.5082,39.2361
3.5243,39.8904
3.5243,39.7596
3.5243,39.6287
3.5243,39.4978
3.5243,39.3669
3.5404,39.8904
3.5404,39.7596
3.5404,39.6287
3.5404,39.4978
3.5404,39.3669
3.5564,39.8904
3.5564,39.7596
3.5564,39.6287
3.5564,39.4978
3.5564,39.3669
3.5725,39.8904
3.5725,39.7596
3.5725,39.6287
3.5725,39.4978
3.5725,39.3669
3.5885,39.8904
3.5885,39.7596
3.5885,39.6287
3.5885,39.4978
3.5885,39.3669
3.6046,39.8904
3.6046,39.7596
3.6046,39.6287
3.6046,39.4978
3.6046,39.3669
3.6207,40.0213
3.6207,39.8904
3.6207,39.7596
3.6207,39.6287
3.6207,39.4978
3.6207,39.3669
3.6367,39.7596
3.6367,39.6287
3.6367,39.4978
3.6367,39.3669
3.6528,39.7596
3.6528,39.6287
3.6528,39.4978
3.6528,39.3669
3.6688,40.0213
3.6688,39.8904
3.6688,39.7596
3.6688,39.6287
3.6688,39.4978
3.6688,39.3669
3.6849,39.8904
