Hours,Temperature
1.8057,28.112
1.8057,27.9811
1.8057,27.8502
1.8057,27.7193
1.8057,27.5885
1.8218,28.112
1.8218,27.9811
1.8218,27.8502
1.8218,27.7193
1.8218,27.5885
1.8378,28.112
1.8378,27.9811
1.8378,27.8502
1.8378,27.7193
1.8378,27.5885
1.8539,28.112
1.8539,27.9811
1.8539,27.8502
1.8539,27.7193
1.8539,27.5885
1.8699,28.112
1.8699,27.9811
1.8699,27.8502
1.8699,27.7193
1.8699,27.5885
1.886,28.112
1.886,27.9811
1.886,27.8502
1.886,27.7193
1.886,27.5885
1.9021,28.112
1.9021,27.9811
1.9021,27.8502
1.9021,27.7193
1.9021,27.5885
1.9181,28.112
1.9181,27.9811
1.9181,27.8502
1.9181,27.7193
1.9181,27.5885
1.9342,28.112
1.9342,27.9811
1.9342,27.8502
1.9342,27.7193
1.9342,27.5885
1.9503,28.112
1.9503,27.9811
1.9503,27.8502
1.9503,27.7193
1.9503,27.5885
1.9663,28.112
1.9663,27.9811
1.9663,27.8502
1.9663,27.7193
1.9663,27.5885
1.9824,28.112
1.9824,27.9811
1.9824,27.8502
1.9824,27.7193
1.9824,27.5885
1.9984,28.112
1.9984,27.9811
1.9984,27.8502
1.9984,27.7193
1.9984,27.5885
2.0145,28.112
2.0145,27.9811
2.0145,27.8502
2.0145,27.7193
2.0145,27.5885
2.0306,28.112
2.0306,27.9811
2.0306,27.8502
2.0306,27.7193
2.0306,27.5885
2.0466,28.112
2.0466,27.9811
2.0466,27.8502
2.0466,27.7193
2.0466,27.5885
2.0627,28.112
2.0627,27.9811
2.0627,27.8502
2.0627,27.7193
2.0627,27.5885
2.0787,28.5046
2.0787,28.3737
2.0787,28.2428
2.0787,28.112
2.0787,27.9811
2.0787,27.8502
2.0787,27.7193
2.0787,27.5885
2.0948,28.5046
2.0948,28.3737
2.1109,29.8133
2.1109,29.6824
2.1109,29.5516
2.1109,29.4207
2.1109,29.2898
2.1109,29.1589
2.1109,29.0281
2.1109,28.8972
2.1109,28.7663
2.1269,29.8133
2.1269,29.6824
2.1269,29.5516
2.1269,29.4207
2.1269,29.2898
2.143,29.8133
2.143,29.6824
2.143,29.5516
2.143,29.4207
2.143,29.2898
2.1591,29.8133
2.1591,29.6824
2.1591,29.5516
2.1591,29.4207
2.1591,29.2898
2.1751,29.8133
2.1751,29.6824
2.1751,29.5516
2.1751,29.4207
2.1751,29.2898
2.1912,29.8133
2.1912,29.6824
2.1912,29.5516
2.1912,29.4207
2.1912,29.2898
2.2072,29.8133
2.2072,29.6824
2.2072,29.5516
2.2072,29.4207
2.2072,29.2898
2.2233,29.8133
2.2233,29.6824
2.2233,29.5516
2.2233,29.4207
2.2233,29.2898
2.2394,29.8133
2.2394,29.6824
2.2394,29.5516
2.2394,29.4207
2.2394,29.2898
2.2554,29.8133
2.2554,29.6824
2.2554,29.5516
2.2554,29.4207
2.2554,29.2898
2.2715,29.8133
2.2715,29.6824
2.2715,29.5516
2.2715,29.4207
2.2715,29.2898
2.2875,29.8133
2.2875,29.6824
2.2875,29.5516
2.2875,29.4207
2.2875,29.2898
2.3036,29.8133
2.3036,29.6824
2.3036,29.5516
2.3036,29.4207
2.3036,29.2898
2.3197,29.8133
2.3197,29.6824
2.3197,29.5516
2.3197,29.4207
2.3197,29.2898
2.3357,29.8133
2.3357,29.6824
2.3357,29.5516
2.3357,29.4207
2.3357,29.2898
2.3518,29.8133
2.3518,29.6824
2.3518,29.5516
2.3518,29.4207
2.3518,29.2898
2.3679,29.8133
2.3679,29.6824
2.3679,29.5516
2.3679,29.4207
2.3679,29.2898
2.3839,29.8133
2.3839,29.6824
2.3839,29.5516
2.3839,29.4207
2.3839,29.2898
2.4,29.8133
2.4,29.6824
2.4,29.5516
2.4,29.4207
2.4,29.2898
2.416,29.8133
2.416,29.6824
2.416,29.5516
2.416,29.4207
2.416,29.2898
2.4321,29.8133
2.4321,29.6824
2.4321,29.5516
2.4321,29.4207
2.4321,29.2898
2.4482,29.8133
2.4482,29.6824
2.4482,29.5516
2.4482,29.4207
2.4482,29.2898
2.4642,29.8133
2.4642,29.6824
2.4642,29.5516
2.4642,29.4207
2.4642,29.2898
2.4803,29.8133
2.4803,29.6824
2.4803,29.5516
2.4803,29.4207
2.4803,29.2898
2.4963,29.8133
2.4963,29.6824
2.4963,29.5516
2.4963,29.4207
2.4963,29.2898
2.5124,29.8133
2.5124,29.6824
2.5124,29.5516
2.5124,29.4207
2.5124,29.2898
2.5285,29.8133
2.5285,29.6824
2.5285,29.5516
2.5285,29.4207
2.5285,29.2898
2.5445,29.8133
2.5445,29.6824
2.5445,29.5516
2.5445,29.4207
2.5445,29.2898
2.5606,29.8133
2.5606,29.6824
2.5606,29.5516
2.5606,29.4207
2.5606,29.2898
2.5767,29.8133
2.5767,29.6824
2.5767,29.5516
2.5767,29.4207
2.5767,29.2898
2.5927,29.8133
2.5927,29.6824
2.5927,29.5516
2.5927,29.4207
2.5927,29.2898
2.6088,29.8133
2.6088,29.6824
2.6088,29.5516
2.6088,29.4207
2.6088,29.2898
2.6248,29.8133
2.6248,29.4207
2.6248,29.2898
2.6409,30.3368
2.6409,30.2059
2.6409,30.075
2.6409,29.9442
2.6409,29.8133
2.657,30.4677
2.657,30.3368
2.657,30.2059
2.657,30.075
2.657,29.9442
2.673,30.3368
2.673,30.2059
2.673,30.075
2.673,29.9442
2.673,29.8133
2.6891,30.3368
2.6891,30.2059
2.6891,30.075
2.6891,29.9442
2.6891,29.8133
2.7051,30.3368
2.7051,30.2059
2.7051,30.075
2.7051,29.9442
2.7051,29.8133
2.7212,30.3368
2.7212,30.2059
2.7212,30.075
2.7212,29.9442
2.7212,29.8133
2.7373,30.3368
2.7373,30.2059
2.7373,30.075
2.7373,29.9442
2.7373,29.8133
2.7533,30.3368
2.7533,30.2059
2.7533,30.075
2.7533,29.9442
2.7533,29.8133
2.7694,30.3368
2.7694,30.2059
2.7694,30.075
2.7694,29.9442
2.7694,29.8133
2.7855,30.3368
2.7855,30.2059
2.7855,30.075
2.7855,29.9442
2.7855,29.8133
2.8015,30.3368
2.8015,30.2059
2.8015,30.075
2.8015,29.9442
2.8015,29.8133
2.8176,30.3368
2.8176,30.2059
2.8176,30.075
2.8176,29.9442
2.8176,29.8133
2.8336,30.3368
2.8336,30.2059
2.8336,30.075
2.8336,29.9442
2.8336,29.8133
2.8497,30.3368
2.8497,30.2059
2.8497,30.075
2.8497,29.9442
2.8497,29.8133
2.8658,30.3368
2.8658,30.2059
2.8658,30.075
2.8658,29.9442
2.8658,29.8133
2.8818,30.3368
2.8818,30.2059
2.8818,30.075
2.8818,29.9442
2.8818,29.8133
2.8979,30.3368
2.8979,30.2059
2.8979,30.075
2.8979,29.9442
2.8979,29.8133
2.914,30.3368
2.914,30.2059
2.914,30.075
2.914,29.9442
2.914,29.8133
2.93,30.3368
2.93,30.2059
2.93,30.075
2.93,29.9442
2.93,29.8133
2.9461,30.3368
2.9461,30.2059
2.9461,30.075
2.9461,29.9442
2.9461,29.8133
2.9621,30.3368
2.9621,30.2059
2.9621,30.075
2.9621,29.9442
2.9621,29.8133
2.9782,30.3368
2.9782,30.2059
2.9782,30.075
2.9782,29.9442
2.9782,29.8133
2.9943,30.3368
2.9943,30.2059
2.9943,30.075
2.9943,29.9442
2.9943,29.8133
3.0103,30.3368
3.0103,30.2059
3.0103,30.075
3.0103,29.9442
3.0103,29.8133
3.0264,30.3368
3.0264,30.2059
3.0264,30.075
3.0264,29.9442
3.0264,29.8133
3.0424,30.3368
3.0424,30.2059
3.0424,30.075
3.0424,29.9442
3.0424,29.8133
3.0585,30.3368
3.0585,30.2059
3.0585,30.075
3.0585,29.9442
3.0585,29.8133
3.0746,30.3368
3.0746,30.2059
3.0746,30.075
3.0746,29.9442
3.0746,29.8133
3.0906,30.3368
3.0906,30.2059
3.0906,30.075
3.0906,29.9442
3.0906,29.8133
3.1067,30.3368
3.1067,30.2059
3.1067,30.075
3.1067,29.9442
3.1067,29.8133
3.1228,30.3368
3.1228,30.2059
3.1228,30.075
3.1228,29.9442
3.1228,29.8133
3.1388,30.3368
3.1388,30.2059
3.1388,30.075
3.1388,29.9442
3.1388,29.8133
3.1549,30.3368
3.1549,30.2059
3.1549,30.075
3.1549,29.9442
3.1549,29.8133
3.1709,30.4677
3.1709,30.3368
3.1709,30.2059
3.187,30.8603
3.187,30.7294
3.187,30.5985
3.187,30.4677
3.187,30.3368
3.2031,30.8603
3.2031,30.7294
3.2031,30.5985
3.2031,30.4677
3.2031,30.3368
3.2191,30.7294
3.2191,30.5985
3.2191,30.4677
3.2191,30.3368
3.2191,30.2059
3.2352,30.7294
3.2352,30.5985
3.2352,30.4677
3.2352,30.3368
3.2352,30.2059
3.2512,30.5985
3.2512,30.4677
3.2512,30.3368
3.2512,30.2059
3.2673,30.7294
3.2673,30.5985
3.2673,30.4677
3.2673,30.3368
3.2673,30.2059
3.2834,30.7294
3.2834,30.5985
3.2834,30.4677
3.2834,30.3368
3.2834,30.2059
3.2994,30.7294
3.2994,30.5985
3.2994,30.4677
3.2994,30.3368
3.2994,30.2059
3.3155,30.7294
3.3155,30.5985
3.3155,30.4677
3.3155,30.3368
3.3316,30.7294
3.3316,30.5985
3.3316,30.4677
3.3316,30.3368
3.3316,30.2059
3.3476,30.7294
3.3476,30.5985
3.3476,30.4677
3.3476,30.3368
3.3476,30.2059
3.3637,30.7294
3.3637,30.5985
3.3637,30.4677
3.3637,30.3368
3.3637,30.2059
3.3797,30.7294
3.3797,30.5985
3.3797,30.4677
3.3797,30.3368
3.3797,30.2059
3.3958,30.7294
3.3958,30.5985
3.3958,30.4677
3.3958,30.3368
3.3958,30.2059
3.4119,30.7294
3.4119,30.5985
3.4119,30.4677
3.4119,30.3368
3.4119,30.2059
3.4279,30.7294
3.4279,30.5985
3.4279,30.4677
3.4279,30.3368
3.4279,30.2059
3.444,30.7294
3.444,30.5985
3.444,30.4677
3.444,30.3368
3.444,30.2059
3.46,30.7294
3.46,30.5985
3.46,30.4677
3.46,30.3368
3.46,30.2059
3.4761,30.7294
3.4761,30.5985
3.4761,30.4677
3.4761,30.3368
3.4761,30.2059
3.4922,30.7294
3.4922,30.5985
3.4922,30.4677
3.4922,30.3368
3.4922,30.2059
3.5082,30.7294
3.5082,30.5985
3.5082,30.4677
3.5082,30.3368
3.5082,30.2059
3.5243,30.7294
3.5243,30.5985
3.5243,30.4677
3.5243,30.3368
3.5243,30.2059
3.5404,30.7294
3.5404,30.5985
3.5404,30.4677
3.5404,30.3368
3.5564,30.5985
3.5564,30.4677
3.5564,30.3368
3.5725,30.7294
3.5725,30.5985
3.5725,30.4677
3.5725,30.3368
3.5725,30.2059
3.5885,30.7294
3.5885,30.5985
3.5885,30.4677
3.5885,30.3368
3.5885,30.2059
3.6046,30.7294
3.6046,30.5985
3.6046,30.4677
3.6046,30.3368
3.6046,30.2059
3.6207,30.7294
3.6207,30.5985
3.6207,30.4677
3.6207,30.3368
3.6207,30.2059
3.6367,30.7294
3.6367,30.5985
3.6367,30.4677
3.6367,30.3368
3.6367,30.2059
3.6528,30.7294
3.6528,30.5985
3.6528,30.4677
3.6528,30.3368
3.6528,30.2059
3.6688,30.7294
3.6688,30.5985
3.6688,30.4677
3.6688,30.3368
3.6688,30.2059
3.6849,30.7294
3.6849,30.5985
3.6849,30.4677
3.6849,30.3368
3.6849,30.2059
3.701,30.8603
3.701,30.7294
3.701,30.5985
3.701,30.4677
3.701,30.3368
3.717,30.9911
3.717,30.8603
3.717,30.7294
3.717,30.5985
3.717,30.4677
3.7331,30.9911
3.7331,30.8603
3.7331,30.7294
3.7331,30.5985
3.7331,30.4677
3.7492,30.9911
3.7492,30.8603
3.7492,30.7294
3.7492,30.5985
3.7492,30.4677
3.7652,30.9911
3.7652,30.8603
3.7652,30.7294
3.7652,30.5985
3.7652,30.4677
3.7813,30.9911
3.7813,30.8603
3.7813,30.7294
3.7813,30.5985
3.7813,30.4677
3.7973,30.9911
3.7973,30.8603
3.7973,30.7294
3.7973,30.5985
3.7973,30.4677
3.8134,30.9911
3.8134,30.8603
3.8134,30.7294
3.8134,30.5985
3.8134,30.4677
3.8295,30.9911
3.8295,30.8603
3.8295,30.7294
3.8295,30.5985
3.8295,30.4677
3.8455,30.9911
3.8455,30.8603
3.8455,30.7294
3.8455,30.5985
3.8455,30.4677
3.8616,30.9911
3.8616,30.8603
3.8616,30.7294
3.8616,30.5985
3.8616,30.4677
3.8776,30.9911
3.8776,30.8603
3.8776,30.7294
3.8776,30.5985
3.8776,30.4677
3.8937,30.9911
3.8937,30.8603
3.8937,30.7294
3.8937,30.5985
3.8937,30.4677
3.9098,30.9911
3.9098,30.8603
3.9098,30.7294
3.9098,30.5985
3.9098,30.4677
3.9258,30.9911
3.9258,30.8603
3.9258,30.7294
3.9258,30.5985
3.9258,30.4677
3.9419,30.9911
3.9419,30.8603
3.9419,30.7294
3.9419,30.5985
3.9419,30.4677
3.958,30.9911
3.958,30.8603
3.958,30.7294
3.958,30.5985
3.958,30.4677
3.974,30.9911
3.974,30.8603
3.974,30.7294
3.974,30.5985
3.974,30.4677
3.9901,30.9911
3.9901,30.8603
3.9901,30.7294
3.9901,30.5985
3.9901,30.4677
4.0061,30.9911
4.0061,30.8603
4.0061,30.7294
4.0061,30.5985
4.0061,30.4677
4.0222,30.9911
4.0222,30.8603
4.0222,30.7294
4.0222,30.5985
4.0222,30.4677
4.0383,30.9911
4.0383,30.8603
4.0383,30.7294
4.0383,30.5985
4.0383,30.4677
4.0543,30.9911
4.0543,30.8603
4.0543,30.7294
4.0543,30.5985
4.0543,30.4677
4.0704,30.9911
4.0704,30.8603
4.0704,30.7294
4.0704,30.5985
4.0704,30.4677
4.0864,30.9911
4.0864,30.8603
4.0864,30.7294
4.0864,30.5985
4.0864,30.4677
4.1025,30.9911
4.1025,30.8603
4.1025,30.7294
4.1025,30.5985
4.1025,30.4677
4.1186,30.9911
4.1186,30.8603
4.1186,30.7294
4.1186,30.5985
4.1186,30.4677
4.1346,30.9911
4.1346,30.8603
4.1346,30.7294
4.1346,30.5985
4.1346,30.4677
4.1507,30.9911
4.1507,30.8603
4.1507,30.7294
4.1507,30.5985
4.1507,30.4677
4.1668,30.9911
4.1668,30.8603
4.1668,30.7294
4.1668,30.5985
4.1668,30.4677
4.1828,30.9911
4.1828,30.8603
4.1828,30.7294
4.1828,30.5985
4.1828,30.4677
4.1989,30.9911
4.1989,30.8603
4.1989,30.7294
4.1989,30.5985
4.1989,30.4677
4.2149,30.9911
4.2149,30.8603
4.2149,30.7294
4.2149,30.5985
4.2149,30.4677
4.231,30.9911
4.231,30.8603
4.231,30.7294
4.231,30.5985
4.231,30.4677
4.2471,31.2529
4.2471,31.122
4.2471,30.9911
4.2471,30.8603
4.2471,30.7294
4.2471,30.5985
4.2631,31.2529
4.2631,31.122
4.2631,30.9911
4.2631,30.8603
4.2631,30.7294
4.2631,30.5985
4.2792,31.122
4.2792,30.9911
4.2792,30.8603
4.2792,30.7294
4.2792,30.5985
4.2952,31.122
4.2952,30.9911
4.2952,30.8603
4.2952,30.7294
4.2952,30.5985
4.3113,31.122
4.3113,30.9911
4.3113,30.8603
4.3113,30.7294
4.3113,30.5985
4.3274,31.122
4.3274,30.9911
4.3274,30.8603
4.3274,30.7294
4.3274,30.5985
4.3434,31.122
4.3434,30.9911
4.3434,30.8603
4.3434,30.7294
4.3434,30.5985
4.3595,31.122
4.3595,30.9911
4.3595,30.8603
4.3595,30.7294
4.3595,30.5985
4.3756,31.122
4.3756,30.9911
4.3756,30.8603
4.3756,30.7294
4.3756,30.5985
4.3916,31.122
4.3916,30.9911
4.3916,30.8603
4.3916,30.7294
4.3916,30.5985
4.4077,31.122
4.4077,30.9911
4.4077,30.8603
4.4077,30.7294
4.4077,30.5985
4.4237,31.122
4.4237,30.9911
4.4237,30.8603
4.4237,30.7294
4.4237,30.5985
4.4398,31.122
4.4398,30.9911
4.4398,30.8603
4.4398,30.7294
4.4398,30.5985
4.4559,31.122
4.4559,30.9911
4.4559,30.8603
4.4559,30.7294
4.4559,30.5985
4.4719,31.122
4.4719,30.9911
4.4719,30.8603
4.4719,30.7294
4.4719,30.5985
4.488,31.122
4.488,30.9911
4.488,30.8603
4.488,30.7294
4.488,30.5985
4.504,31.122
4.504,30.9911
4.504,30.8603
4.504,30.7294
4.504,30.5985
4.5201,31.122
4.5201,30.9911
4.5201,30.8603
4.5201,30.7294
4.5201,30.5985
4.5362,31.122
4.5362,30.9911
4.5362,30.8603
4.5362,30.7294
4.5362,30.5985
4.5522,31.122
4.5522,30.9911
4.5522,30.8603
4.5522,30.7294
4.5522,30.5985
4.5683,31.122
4.5683,30.9911
4.5683,30.8603
4.5683,30.7294
4.5683,30.5985
4.5844,31.122
4.5844,30.9911
4.5844,30.8603
4.5844,30.7294
4.5844,30.5985
4.6004,31.122
4.6004,30.9911
4.6004,30.8603
4.6004,30.7294
4.6004,30.5985
4.6165,31.122
4.6165,30.9911
4.6165,30.8603
4.6165,30.7294
4.6165,30.5985
4.6325,31.122
4.6325,30.9911
4.6325,30.8603
4.6325,30.7294
4.6325,30.5985
4.6486,31.122
4.6486,30.9911
4.6486,30.8603
4.6486,30.7294
4.6486,30.5985
4.6647,31.122
4.6647,30.9911
4.6647,30.8603
4.6647,30.7294
4.6647,30.5985
4.6807,31.122
4.6807,30.9911
4.6807,30.8603
4.6807,30.7294
4.6807,30.5985
4.6968,31.122
4.6968,30.9911
4.6968,30.8603
4.6968,30.7294
4.6968,30.5985
4.7128,31.122
4.7128,30.9911
4.7128,30.8603
4.7128,30.7294
4.7128,30.5985
4.7289,31.122
4.7289,30.9911
